File,Author,Creator,Producer,Subject,Title,PageCount,Comment
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01742_CropRotation.pdf,user,PScript5.dll Version 5.2.2,Acrobat Distiller 5.0.5 (Windows),,CropRotation.pub,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00019_greenroofs.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,greenroofs,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01352_OntarioStreams_on_ca_fascines.pdf,Mark,Tech9 - Microsoft Word,Acrobat PDFWriter 4.05 for Windows NT,,Tech9.PDF,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01999_WhatcomCulverts.pdf,,Adobe InDesign CS3 (5.0.4),Adobe PDF Library 8.0,,,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00478_rootwadcomposites.pdf,u4ercvld,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,sr21.PDF,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01311_to_01324_NewHampshireUtility.pdf,Randall Shuey,Acrobat PDFMaker 8.0 for Word,Acrobat Distiller 8.0.0 (Windows),,NHTBUBMPS020705,70,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00823_to_00847_StreambankStabilizationManagementMeasures.pdf,ADEQ,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0 (Windows),,Streambank Stabilization Management Measures,33,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01849_to_01851_NewHampshireAg.pdf,Bureau of Markets,Acrobat PDFMaker 9.0 for Word,Acrobat Distiller 9.0.0 (Windows),,MANUAL OF BEST MANAGEMENT,65,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01992_TOWMABurnPlan.pdf,Larry,PScript5.dll Version 5.2.2,Acrobat Distiller 6.0 (Windows),,Microsoft Word - TOWMA Burn Plan 10-16-2010.doc,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00923_ripariangrazingguidelines.pdf,Michael Roedel,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,Recommendations for management of grazing in New Mexico riparian areas,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00317_ConesusLake.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00489_riparianrestorationrecommendations.pdf,sstein,Adobe PageMaker 6.5,Acrobat Distiller 4.05 for Windows,carl-5-99,carl-5-99,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00139_treepres_protect.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,treepres_protect,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00001_brushbarrier.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,brushbarrier,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00014_curbelimination.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,curbelimination,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00038_natrevege_grasses.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,natrevege_grasses,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00916_OilGasRiparian.pdf,Glestewar,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows),,Microsoft Word - O&G Recommendations March 2010 with changes identified.docm,255,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01128_IdahoMulching.pdf,,,Acrobat Distiller 6.0 (Windows),,untitled,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00080_sidebysideinfil.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,sidebysideinfil,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00508_riparianrestorationrecommendations.pdf,sstein,Adobe PageMaker 6.5,Acrobat Distiller 4.05 for Windows,carl-5-99,carl-5-99,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00926_WildlifeFences.pdf,Corky,Acrobat PDFMaker 9.1 for Publisher,Acrobat Distiller 9.3.2 (Windows),,,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01778_SWSandGravelguidance2010.pdf,Kathy Dolan,Microsoft® Office Word 2007,Microsoft® Office Word 2007,,COLORADO=S CONSTRUCTION ACTIVITIES,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00117_livefacine.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,livefacine,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00483_channelprocessesclassificationandresponse.pdf,,Capture Reviewer 2.01,Acrobat PDFWriter 3.03 for Windows,,,30,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01975_HMFSPrescribedBurn.pdf,DFWUser,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,,15,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01735_AnimalMortality.pdf,kristin.smith,PScript5.dll Version 5.2.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - 6D39B3A1.doc,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00031_gabionrevet.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,gabionrevet,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00025_stormcatchinsert.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,stormcatchinsert,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00030_erosionblanket.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,erosionblanket,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01330_OhioBuffer.pdf,NR733G3,Adobe PageMaker 6.52,Acrobat Distiller 3.0 for Power Macintosh,,stfs13,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00669_watershed.pdf,Ruthie McCoy,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,Watershed Best Management Practices,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00997_buffer_case_study.pdf,USDA Forest Service - Rocky Mountain Research Station,Adobe InDesign CS3 (5.0.1),Adobe PDF Library 8.0,RMRS-GTR-203: Case Study,Riparian buffer design guidelines for water quality and wildlife habitat functions on agricultural landscapes in the Intermountain West,73,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00070_oilgritseparator.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,oilgritseparator,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01702_Travis_County_Conservation_Design_Manual.pdf,win2000,Acrobat PDFMaker 7.0.7 for Word,Acrobat Distiller 7.0.5 (Windows),,CONSERVATION DEVELOPMENT,53,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01099_DOFVirginiaNative.pdf,User,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,wq-BMP-Append-D.pdf,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01604_NorthCarolinaWatering.pdf,,,Acrobat Distiller 4.0 for Windows,,,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00491_improvingriparianbufferstrips.pdf,u4ensraf,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,Fischer_paper.PDF,7,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01958_WetlandBuffers.pdf,Preferred Customer,Microsoft Word 10.0,Acrobat Distiller 4.05 for Windows,,Wetland Buffer Zones and Beyond,148,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00026_channelvege.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,channelvege,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01960_appdx_g_northfork_pile_burning.pdf,rpkeith,PScript5.dll Version 5.2.2,GPL Ghostscript 8.15,,Microsoft Word - APPENDIX H_ pile burning.doc,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01609_riparian_buffer_guidebook.pdf,,,Acrobat Distiller 4.0 for Macintosh,,,79,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01216_NashvilleBerm.pdf,,,Acrobat Distiller 4.05 for Windows,,,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00138_treedrip.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,treedrip,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01695_CSDOverview.pdf,Randall Arendt,Acrobat PDFMaker 9.0 for Word,Adobe PDF Library 9.0,,Randall Arendt,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01687_ScotlandPesticide.pdf,,QuarkXPress(R) 7.01,QuarkXPress(R) 7.01,,Layout 1,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01432_UDFCD_org.pdf,Galene Bushor,Acrobat PDFMaker 9.1 for Word,Adobe PDF Library 9.0,,NONSTRUCTURAL BEST MANAGEMENT PRACTICES,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01925_to_01956_WashingtonStreamHabitat.pdf,Ken Bates,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0 (Windows),,Stream Habitat Restoration and Channel Design Guidelines,715,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00987_WoodyDebris.pdf,,,Acrobat Distiller 4.0 for Macintosh,,,20,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00004_siltfence.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,siltfence,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01972_CalCowFlorida.pdf,,,Acrobat Distiller 4.05 for Windows,,,107,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00965_to00986_Impacts.pdf,Craig Fischenich,Microsoft Word 8.0,Acrobat Distiller 4.0 for Windows,,Impacts of Streambank Stabilization Structures,57,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01699_LBJWC_Conservation_Development_White_Paper.pdf,,Adobe InDesign CS (3.0.1),Adobe PDF Library 6.0,,Conservation Booklet.indd,39,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00485_ImpactsofStabilizationMeasures.pdf,u4ercvld,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,sr32.PDF,11,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01772_rotgraze.pdf,Alice Beetz,Adobe InDesign CS4 (6.0),Acrobat Distiller 9.0.0 (Windows),Rotational grazing is a grazing management strategy characterized by periodical movement of livestock to fresh paddocks to allow pastures tme to regrow before they are grazed again.,Rotational Grazing,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00318_EPA_WPP.pdf,"U.S. Environmental Protection Agency, Office of Wetlands, Oceans and Watersheds",Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0,,"Handbook for Developing Watershed Plans to Restore and Protect Our Waters, March 2008",400,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01727_UMass_Edu_StreamCrossing.pdf,Joanne,MA Crossing Stds.doc - Microsoft Word,Acrobat PDFWriter 4.05 for Windows NT,,MA Crossing Stds.PDF,9,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01103_FilterDike.pdf,Dan Hoecker,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),Construction Storm Water Management,Integrated Storm Water Management Design Manual for Construction,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01429_TredyffrinOrgRiparianBufferPlanting.pdf,,Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0,,,14,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00054_park_lot_per_trench.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,park-lot-per-trench,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00759_AustralianStreamRehabilitationManualVol1.pdf,,,Acrobat Distiller 4.0 for Macintosh,,,192,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00714_GISriparian.pdf,Tim Aunan,GIS Approach for delineating Variable-Width Riparian Buffers - Microsoft Word,Acrobat PDFWriter 4.05 for Windows NT,,A GIS Approach for Delineating Variable-Width Riparian Buffers Based on Hydrological Function,14,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00120_logrootwad.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,logrootwad,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01601_Livestockwatering.pdf,mstrange,Adobe PageMaker 6.5,Acrobat Distiller 3.0 for Windows,rampump3,rampump3,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01327_NRCSIdahoPlanting.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00041_sodding.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,sodding,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00045_detentionbasin.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,detentionbasin,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00129_str_bank_ero.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,str-bank-ero,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00034_levelspread.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,levelspread,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01428_TransportationAlbertaCa_erosion.pdf,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.0.0 (Windows),,,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01838_KY_CONSTRUCTED_WETLAND.pdf,NRCS,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,NATURAL RESOURCES CONSERVATION SERVICE,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01606_UTESolarStockWatering.pdf,Michael J. Buschermohle and Robert T. Burns,Adobe PageMaker 6.52,Acrobat Distiller 3.0 for Power Macintosh,"Many livestock producers allow their animals free access to the rivers, streams and creeks that run through rural Tennessee.",Solar-Powered Livestock Watering Systems,16,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01692_Conservation_Dev_in_Practice.pdf,smaxwell,PScript5.dll Version 5.2,Acrobat Distiller 5.0.5 (Windows),,2004-09-16 Brochure - left justify.indd,16,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01427_TPWDrevegetation.pdf,TPWD Employee,Microsoft® Office Publisher 2007,Microsoft® Office Publisher 2007,,,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01573_to_01581_NorthDakotaForestry.pdf,bhove,Adobe PageMaker 6.5,Acrobat Distiller 3.0 for Power Macintosh,BestMgmt,BestMgmt,33,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01331_OhioCribwall.pdf,NR733G3,Adobe PageMaker 6.52,Acrobat Distiller 3.0 for Power Macintosh,,stfs17,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01753_IowaGrazing.pdf,hereisme,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,Microsoft Word - Pasture Systems and Grazing Methods2.doc,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00330_to_00366_WCITFBMPGuide.pdf,Water Conservation Implementation Task Force,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0.1 (Windows),Water Conservation ,Report 362 Water Conservation Best Management Practices Guide,266,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00132_treerevetment.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,treerevetment,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00064_det_devices.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,det_devices,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00077_rip_for_buff.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,rip-for-buff,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00493_FascineStreambankErosionControl.pdf,u4ercvld,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,sr31.PDF,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00094_floatinglog.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,floatinglog,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01700_LondonBoroughOfRichmondUponThames.pdf,London Boroough of Richmond Upon Thames,PScript5.dll Version 5.2,Acrobat Distiller 7.0 (Windows),Design guidelines for nature conservation and development,Design guidelines for nature conservation and development,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01731_AlabamaAnimalMortality.pdf,Jerry Walker,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0.1 (Windows),,SOIL CONSERVATION SERVICE,7,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00917_ordinance.pdf,Jvedral,pdfFactory www.pdffactory.com,pdfFactory 2.01 (Windows XP),,ORD08-09.doc,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01762_MUGrazing.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01002_improvingriparianbufferstrips.pdf,u4ensraf,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,Fischer_paper.PDF,7,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00955_SetbackRegulation.pdf,CRWP Associate,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,riparian_fact_sheet_2009.pub,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00033_grassedwtrway.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,grassedwtrway,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00962_StreamSetbackRegulation-Approved.pdf,kshaw,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),,To: ,13,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01745_FarmComposting.pdf,Unknown,Microsoft Word ,Acrobat PDFWriter 2.01 for Windows,,CM-97-3rpt.doc,48,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00018_exposurereduct.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,exposurereduct,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00864_erosion.pdf,wolf,streamnotes3.FH8,Acrobat PDFWriter 3.02 for Windows,,erosion,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00927_ETOWAH.pdf,Seth Wenger,Acrobat PDFMaker 7.0.7 for Word,Acrobat Distiller 7.0.5 (Windows),,Riparian Buffer Ordinance,13,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01157_to_001193_MidPen.pdf,,,,,,103,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00123_pilingrevetment.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,pilingrevetment,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01014_riparianwidths.pdf,Ellen Hawes,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0 (Windows),,Riparian Buffer Zones:  Functions and Recommended Widths,15,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01761_MinnesotaGrazing.pdf,"Kevin Blanchet, Howard Moechnig, and Jodi Dejong-Hughes",PageMaker 6.5,Acrobat Distiller 4.05 for Macintosh,,Grazing Systems Planning Guide - 07606,47,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00713_Colorado.pdf,"The Colorado Division of Minerals and Geology. Designed by Notchcode Creative Services, LLC",,Acrobat Distiller 4.05 for Macintosh,,,44,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00934_to_00939_VirginiaForestryA2.pdf,User,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,wq-BMP-Append-A2.pdf,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01155_McCullahStreamRestoration.pdf,daria,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,Microsoft Word - Sulphur Creek Paper.doc,13,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01990_rxfireguide.pdf,Fire Education Corps,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),,Intro:,50,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00050_exfiltration.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,exfiltration,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00051_infiltrench.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,infiltrench,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00097_logbrushrock.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,logbrushrock,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01057_bufferUKY.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01431_TreeShrubPlanting.pdf,,Adobe InDesign CS2 (4.0.3),Adobe PDF Library 7.0,,,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01105_GravelBerm.pdf,CDM,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),,,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01649_ColoradoStatePractices.pdf,Waskom,,Acrobat Distiller 2.0 for Windows,Crops,Best Management Practices for Agricultural Pesticide Use,17,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00067_filterstrips.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,filterstrips,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00052_isodivstructure.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,isodivstructure,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00128_singlewing.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,singlewing,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01703_to_01722_ShorelineStabilization.pdf,,,Acrobat Distiller 5.0.5 for Macintosh,,,54,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00670_Fishpass22.pdf,Unknown,Microsoft Word ,Acrobat PDFWriter 3.02 for Windows,,Fish22,16,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01970_FlagstaffAZFire.pdf,psummerf,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0.1 (Windows),, ,37,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01694_CSDEnhancingValue.pdf,Bdeaquino,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0.1 (Windows),, ,5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01355_to_01386_PortandErosion.pdf,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.0.0 (Windows),,Erosion Control Manual - 4/21/08,169,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00919_Phillips et al.pdf,,,,,,14,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00135_vegegeogrids.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,vegegeogrids,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01756_KYalley.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00998_bufferguide.pdf,,bufferguide.doc - Microsoft Word,Acrobat PDFWriter 4.0 for Windows,,bufferguide,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01149_KansasTreeShrubPlanting.pdf,Deborah Goard,Adobe InDesign CS2 (4.0.4),Adobe PDF Library 7.0,,MF2748 Riparian Buffers Best Management Practices: Tree and Shrub Planting ,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01013_SAI.pdf,windows,Microsoft® Office Word 2007,Microsoft® Office Word 2007,TB11 – Use of conservation riparian buffer to preserve water quality ,Water Conservation                                         Technical Briefs,18,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01968_FireManagement.pdf,Jim Mangi,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,LYNDON B,118,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00098_main_hydrocon.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,main-hydrocon,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01740_ContourFarmingKY.pdf,giulio.ferruzzi,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - 330KY0109.doc,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00707_TPWD.pdf,Texas Parks and Wildlife Department,,Acrobat Distiller 7.0.5 for Macintosh,,Natural Resource Conservation Programs and Services for Texas Landowners,35,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01993_TTUMesquite.pdf,cs1303,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,"Range, Wildlife and Fisheries Management",11,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00496_Blinn_and_Kilgore_2001.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00084_undertheswale.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,undertheswale,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00053_offlineinfilsys.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,offlineinfilsys,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01299_to_01310_NewHampshireErosion.pdf,heather,QuarkXPress (tm) - [DOT Project Manual.qxd],Acrobat PDFWriter 4.05 for Windows NT,,DOT Project Manual.PDF,34,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01102_filterBerms.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01978_KansasStateFireNotebook.pdf,Carol Blocksome et al.,Adobe Acrobat 8.0 Combine Files,Adobe Acrobat 8.0,Range and Pasture,"Prescribed Burning Notebook, Spring 2011",124,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01603_BCwatering.pdf,BC Ministry of Agriculture,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),Four projects which involved the installation of a water to reduce livestock use of watercourses that are not fenced.,Offstream Watering to Reduce Livestock Use of Watercourses and Riparian Areas,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00482_bioticstreamclassification.pdf,,Capture Reviewer 2.01,Acrobat PDFWriter 3.03 for Windows,,,24,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01199_MinnesotaSediment.pdf,Office of environmental Services,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),"Erosion & Sediment Control Design Guidance, revised 1/1/2010",Minnensota Dept. of Transportation EROSION & SEDIMENT CONTROL DESIGN GUIDANCE ,33,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01124_to_01126_IAMU_org.pdf,,,PDFXC Library (version 2.5).,,,9,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01194_to_01198_MinnesotaErosion.pdf,dlh2,Adobe PageMaker 6.52,Acrobat Distiller 4.0 for Windows,STRUCTUR,STRUCTUR,12,
